Game,Publisher,TotalSales,NASales,PALSales,JPSales,OtherSales,ReleaseDate,LinkToPage
RollerCoaster Tycoon 2,Atari,1.25m,1.19m,0.06m,N/A,N/A,15th Oct 02,https://www.vgchartz.com/games/game.php?id=7414&region=All
FIFA Street (2012),EA Sports,1.25m,0.13m,0.91m,N/A,0.21m,13th Mar 12,https://www.vgchartz.com/games/game.php?id=70518&region=All
Ratatouille,THQ,1.25m,0.49m,0.62m,N/A,0.14m,26th Jun 07,https://www.vgchartz.com/games/game.php?id=6826&region=All
Winter Sports: The Ultimate Challenge,Conspiracy Entertainment,1.25m,0.45m,0.68m,N/A,0.12m,11th Dec 07,https://www.vgchartz.com/games/game.php?id=16525&region=All
Lara Croft Tomb Raider: The Angel of Darkness,Eidos Interactive,1.25m,0.61m,0.48m,N/A,0.16m,20th Jun 03,https://www.vgchartz.com/games/game.php?id=2475&region=All
Cars 2,Disney Interactive Studios,1.25m,0.68m,0.41m,0.04m,0.12m,21st Jun 11,https://www.vgchartz.com/games/game.php?id=50215&region=All
Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft,1.25m,0.52m,0.56m,N/A,0.17m,16th Jun 04,https://www.vgchartz.com/games/game.php?id=5905&region=All
Road Rash 3D,Electronic Arts,1.25m,1.05m,0.16m,N/A,0.04m,31st May 98,https://www.vgchartz.com/games/game.php?id=1912&region=All
Ratchet: Deadlocked,Sony Computer Entertainment,1.24m,0.85m,0.03m,0.22m,0.14m,25th Oct 05,https://www.vgchartz.com/games/game.php?id=1848&region=All
LEGO City Undercover,Nintendo,1.24m,0.50m,0.52m,0.13m,0.09m,18th Mar 13,https://www.vgchartz.com/games/game.php?id=70767&region=All
Baldur's Gate: Dark Alliance,VU Games,1.24m,0.61m,0.48m,N/A,0.16m,02nd Dec 01,https://www.vgchartz.com/games/game.php?id=4851&region=All
Oddworld: Abe's Oddysee,GT Interactive,1.24m,0.75m,0.44m,N/A,0.06m,31st Aug 97,https://www.vgchartz.com/games/game.php?id=6381&region=All
LEGO The Lord of the Rings,Warner Bros. Interactive Entertainment,1.24m,0.64m,0.50m,N/A,0.10m,13th Nov 12,https://www.vgchartz.com/games/game.php?id=71121&region=All
Ridge Racer V,Namco,1.24m,0.24m,0.19m,0.75m,0.06m,25th Oct 00,https://www.vgchartz.com/games/game.php?id=4171&region=All
Battlefield: Hardline,Electronic Arts,1.24m,0.73m,0.39m,0.01m,0.11m,17th Mar 15,https://www.vgchartz.com/games/game.php?id=82887&region=All
WWE SmackDown vs. Raw 2009,THQ,1.24m,0.69m,0.00m,N/A,0.55m,09th Nov 08,https://www.vgchartz.com/games/game.php?id=23190&region=All
Tetris 2,Nintendo,1.24m,0.56m,0.22m,0.43m,0.03m,01st Jan 93,https://www.vgchartz.com/games/game.php?id=6465&region=All
[Prototype],Activision,1.24m,0.65m,0.41m,N/A,0.18m,09th Jun 09,https://www.vgchartz.com/games/game.php?id=13821&region=All
Star Wars Episode III: Revenge of the Sith,LucasArts,1.24m,0.82m,0.38m,N/A,0.04m,04th May 05,https://www.vgchartz.com/games/game.php?id=2191&region=All
Transformers: Autobots / Decepticons,Activision,1.24m,1.12m,0.03m,N/A,0.09m,19th Jun 07,https://www.vgchartz.com/games/game.php?id=7156&region=All
The Legend of Zelda: Twilight Princess HD,Nintendo,1.24m,0.67m,0.37m,0.10m,0.10m,04th Mar 16,https://www.vgchartz.com/games/game.php?id=86184&region=All
Need for Speed Carbon,Electronic Arts,1.24m,0.49m,0.51m,0.03m,0.20m,17th Nov 06,https://www.vgchartz.com/games/game.php?id=3906&region=All
The Legend of Zelda: Tri Force Heroes,Nintendo,1.24m,0.61m,0.34m,0.19m,0.09m,23rd Oct 15,https://www.vgchartz.com/games/game.php?id=85729&region=All
LEGO Batman 2: DC Super Heroes,Warner Bros. Interactive Entertainment,1.23m,0.50m,0.54m,N/A,0.19m,26th Jun 12,https://www.vgchartz.com/games/game.php?id=70697&region=All
Frogger: The Great Quest,Konami,1.23m,0.60m,0.47m,N/A,0.16m,18th Nov 01,https://www.vgchartz.com/games/game.php?id=812&region=All
Ninja Gaiden,Tecmo,1.23m,0.92m,0.20m,0.07m,0.04m,02nd Mar 04,https://www.vgchartz.com/games/game.php?id=1654&region=All
Crash Bandicoot: The Wrath of Cortex,Universal Interactive,1.23m,0.59m,0.57m,N/A,0.07m,15th Apr 02,https://www.vgchartz.com/games/game.php?id=409&region=All
Driv3r,Atari,1.23m,0.60m,0.47m,N/A,0.16m,21st Jun 04,https://www.vgchartz.com/games/game.php?id=5035&region=All
Guitar Hero: Aerosmith,Activision,1.23m,1.00m,0.13m,N/A,0.10m,29th Jun 08,https://www.vgchartz.com/games/game.php?id=16430&region=All
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,Sony Computer Entertainment,1.23m,0.69m,0.47m,N/A,0.08m,15th Apr 03,https://www.vgchartz.com/games/game.php?id=43455&region=All
2010 FIFA World Cup South Africa,EA Sports,1.23m,0.30m,0.64m,0.07m,0.22m,27th Apr 10,https://www.vgchartz.com/games/game.php?id=42916&region=All
Kirby Tilt 'n' Tumble,Nintendo,1.23m,0.29m,0.17m,0.75m,0.02m,11th Apr 01,https://www.vgchartz.com/games/game.php?id=3616&region=All
Spongebob Squarepants: Battle for Bikini Bottom,THQ,1.23m,0.88m,0.33m,N/A,0.02m,31st Oct 03,https://www.vgchartz.com/games/game.php?id=25279&region=All
Vigilante 8,Activision,1.23m,0.68m,0.47m,N/A,0.08m,31st May 98,https://www.vgchartz.com/games/game.php?id=5971&region=All
Castlevania,Konami,1.23m,0.54m,0.06m,0.62m,0.01m,01st May 87,https://www.vgchartz.com/games/game.php?id=12497&region=All
Donkey Kong Country 2,Nintendo,1.23m,0.79m,0.27m,0.12m,0.04m,15th Nov 04,https://www.vgchartz.com/games/game.php?id=6228&region=All
Ben 10: Protector of Earth,D3 Publisher,1.23m,0.54m,0.55m,N/A,0.13m,30th Oct 07,https://www.vgchartz.com/games/game.php?id=12584&region=All
"WarioWare, Inc.: Mega MicroGame$",Nintendo,1.23m,0.40m,0.11m,0.70m,0.02m,21st May 03,https://www.vgchartz.com/games/game.php?id=4680&region=All
Pikmin 3,Nintendo,1.23m,0.47m,0.38m,0.29m,0.08m,04th Aug 13,https://www.vgchartz.com/games/game.php?id=25723&region=All
Diddy Kong Racing DS,Nintendo,1.22m,1.09m,0.04m,N/A,0.09m,05th Feb 07,https://www.vgchartz.com/games/game.php?id=6066&region=All
Super Street Fighter IV: 3D Edition,Capcom,1.22m,0.55m,0.45m,0.14m,0.09m,27th Mar 11,https://www.vgchartz.com/games/game.php?id=45688&region=All
Mario Power Tennis,Nintendo,1.22m,0.58m,0.16m,0.46m,0.03m,08th Nov 04,https://www.vgchartz.com/games/game.php?id=1263&region=All
Star Wars Battlefront II,LucasArts,1.22m,1.05m,0.06m,0.01m,0.10m,01st Nov 05,https://www.vgchartz.com/games/game.php?id=2189&region=All
Intelligent Qube,Sony Computer Entertainment,1.22m,0.13m,0.07m,1.00m,0.02m,30th Sep 97,https://www.vgchartz.com/games/game.php?id=3511&region=All
Game & Watch Gallery 2,Nintendo,1.22m,0.76m,0.30m,0.12m,0.04m,15th Jun 98,https://www.vgchartz.com/games/game.php?id=6274&region=All
Game & Watch Gallery 3,Nintendo,1.22m,0.79m,0.31m,0.08m,0.04m,16th Apr 99,https://www.vgchartz.com/games/game.php?id=6275&region=All
Pac-Man,Namco,1.22m,0.27m,0.08m,0.85m,0.02m,01st Nov 93,https://www.vgchartz.com/games/game.php?id=14381&region=All
WWE 2K17,2K Games,1.22m,0.32m,0.70m,N/A,0.19m,11th Oct 16,https://www.vgchartz.com/games/game.php?id=115626&region=All
Parfait: Chocolat Second Style,Alchemist,1.22m,0.59m,0.46m,0.01m,0.15m,29th Jun 06,https://www.vgchartz.com/games/game.php?id=3995&region=All
NBA Live 99,EA Sports,1.22m,1.13m,0.05m,N/A,0.03m,31st Oct 98,https://www.vgchartz.com/games/game.php?id=6370&region=All
Chocobo no Fushigi Dungeon,Square,1.22m,N/A,N/A,1.14m,0.08m,23rd Dec 97,https://www.vgchartz.com/games/game.php?id=2987&region=All
Golden Sun: The Lost Age,Nintendo,1.22m,0.61m,0.27m,0.27m,0.07m,14th Apr 03,https://www.vgchartz.com/games/game.php?id=3418&region=All
SimCity 2000,Maxis,1.22m,0.68m,0.46m,N/A,0.08m,09th Jul 96,https://www.vgchartz.com/games/game.php?id=2060&region=All
Max Payne,Rockstar Games,1.22m,0.98m,0.19m,N/A,0.05m,12th Dec 01,https://www.vgchartz.com/games/game.php?id=1279&region=All
WCW Mayhem,Electronic Arts,1.22m,0.68m,0.46m,N/A,0.08m,22nd Sep 99,https://www.vgchartz.com/games/game.php?id=5978&region=All
NBA 2K2,Sega,1.22m,0.59m,0.46m,0.01m,0.15m,12th Jan 02,https://www.vgchartz.com/games/game.php?id=3899&region=All
NASCAR Thunder 2003,EA Sports,1.22m,0.60m,0.46m,N/A,0.16m,29th Sep 02,https://www.vgchartz.com/games/game.php?id=5424&region=All
Final Fantasy IV,Square Enix,1.21m,0.51m,0.04m,0.62m,0.05m,21st Jul 08,https://www.vgchartz.com/games/game.php?id=13437&region=All
Cars,THQ,1.21m,1.01m,0.04m,N/A,0.16m,06th Jun 06,https://www.vgchartz.com/games/game.php?id=4944&region=All
Fuzion Frenzy,Microsoft,1.21m,0.93m,0.24m,N/A,0.04m,14th Nov 01,https://www.vgchartz.com/games/game.php?id=829&region=All
Call of Duty: Finest Hour,Activision,1.21m,0.78m,0.40m,N/A,0.04m,16th Nov 04,https://www.vgchartz.com/games/game.php?id=301&region=All
Guitar Hero Live,Activision,1.21m,0.52m,0.49m,N/A,0.20m,20th Oct 15,https://www.vgchartz.com/games/game.php?id=85382&region=All
Medal of Honor: Airborne,Electronic Arts,1.21m,0.25m,0.70m,0.03m,0.24m,19th Nov 07,https://www.vgchartz.com/games/game.php?id=13441&region=All
Naruto Shippuden: Ultimate Ninja Storm 2,Namco Bandai,1.21m,0.42m,0.47m,0.15m,0.17m,19th Oct 10,https://www.vgchartz.com/games/game.php?id=42947&region=All
Bayonetta,Sega,1.21m,0.44m,0.40m,0.21m,0.16m,05th Jan 10,https://www.vgchartz.com/games/game.php?id=25465&region=All
Just Dance 4,Ubisoft,1.21m,0.90m,0.19m,N/A,0.12m,09th Oct 12,https://www.vgchartz.com/games/game.php?id=70916&region=All
Sly Cooper and the Thievius Raccoonus,Sony Computer Entertainment,1.21m,1.03m,0.14m,N/A,0.04m,23rd Sep 02,https://www.vgchartz.com/games/game.php?id=6421&region=All
Dino Crisis 2,Capcom,1.21m,0.34m,0.49m,0.28m,0.10m,29th Sep 00,https://www.vgchartz.com/games/game.php?id=3096&region=All
Dragon Quest IV: Michibikareshi Monotachi,Enix,1.21m,N/A,N/A,1.20m,0.01m,22nd Nov 01,https://www.vgchartz.com/games/game.php?id=3139&region=All
Star Wars Episode 1: Jedi Power Battles,LucasArts,1.21m,0.66m,0.48m,0.01m,0.06m,31st Mar 00,https://www.vgchartz.com/games/game.php?id=6444&region=All
The Magical Quest starring Mickey Mouse (all region sales),Capcom,1.21m,0.66m,0.17m,0.35m,0.03m,01st Dec 92,https://www.vgchartz.com/games/game.php?id=6326&region=All
Need for Speed Underground,Electronic Arts,1.21m,0.69m,0.48m,0.01m,0.03m,17th Nov 03,https://www.vgchartz.com/games/game.php?id=5490&region=All
FIFA 07 Soccer,EA Sports,1.21m,0.25m,0.64m,N/A,0.32m,17th Oct 06,https://www.vgchartz.com/games/game.php?id=7546&region=All
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,Majesco,1.21m,0.87m,0.32m,N/A,0.02m,09th Oct 07,https://www.vgchartz.com/games/game.php?id=28376&region=All
Boom Blox,Electronic Arts,1.21m,0.71m,0.38m,0.00m,0.12m,06th May 08,https://www.vgchartz.com/games/game.php?id=13684&region=All
Cars,THQ,1.21m,0.72m,0.28m,N/A,0.20m,06th Jun 06,https://www.vgchartz.com/games/game.php?id=4945&region=All
FIFA Soccer 11,EA Sports,1.21m,0.13m,0.70m,0.01m,0.36m,28th Sep 10,https://www.vgchartz.com/games/game.php?id=43327&region=All
Test Drive 4,Accolade,1.21m,0.67m,0.46m,N/A,0.08m,30th Sep 97,https://www.vgchartz.com/games/game.php?id=2360&region=All
The Sims 2: Castaway,Electronic Arts,1.21m,0.44m,0.63m,N/A,0.14m,23rd Oct 07,https://www.vgchartz.com/games/game.php?id=12365&region=All
World Soccer Winning Eleven 9 (JP & Others sales),Konami,1.20m,0.01m,0.88m,0.31m,N/A,07th Feb 06,https://www.vgchartz.com/games/game.php?id=7550&region=All
The Lord of the Rings: The Fellowship of the Ring,Black Label Games,1.20m,0.59m,0.46m,N/A,0.15m,16th Oct 02,https://www.vgchartz.com/games/game.php?id=5277&region=All
ATV Offroad Fury 3,Sony Computer Entertainment,1.20m,1.00m,0.04m,N/A,0.16m,02nd Nov 04,https://www.vgchartz.com/games/game.php?id=132&region=All
F1 2011,Codemasters,1.20m,0.12m,0.75m,0.11m,0.23m,20th Sep 11,https://www.vgchartz.com/games/game.php?id=51210&region=All
Metal Gear Solid V: Ground Zeroes,Konami Digital Entertainment,1.20m,0.36m,0.50m,0.17m,0.17m,18th Mar 14,https://www.vgchartz.com/games/game.php?id=78258&region=All
Pikmin 2,Nintendo,1.20m,0.48m,0.13m,0.56m,0.03m,30th Aug 04,https://www.vgchartz.com/games/game.php?id=1740&region=All
Minecraft: Story Mode,Mojang,1.20m,0.67m,0.42m,N/A,0.11m,27th Oct 15,https://www.vgchartz.com/games/game.php?id=85927&region=All
Mad Max (2013),Warner Bros. Interactive Entertainment,1.20m,0.38m,0.59m,0.05m,0.19m,01st Sep 15,https://www.vgchartz.com/games/game.php?id=73108&region=All
Dragon Ball Z: La Legende Saien,Bandai,1.20m,N/A,N/A,1.20m,0.00m,01st Jan 94,https://www.vgchartz.com/games/game.php?id=3168&region=All
Ganbare Goemon! Karakuri Douchuu,Konami,1.20m,N/A,N/A,1.20m,N/A,30th Jul 86,https://www.vgchartz.com/games/game.php?id=31809&region=All
NFL 2K,Sega,1.20m,1.12m,0.05m,N/A,0.02m,09th Sep 99,https://www.vgchartz.com/games/game.php?id=1583&region=All
SolarStriker,Nintendo,1.20m,0.40m,0.39m,0.36m,0.04m,01st Jan 90,https://www.vgchartz.com/games/game.php?id=6423&region=All
TwinBee,Konami,1.20m,N/A,N/A,1.20m,N/A,04th Jan 86,https://www.vgchartz.com/games/game.php?id=31117&region=All
WWE 2K14,2K Sports,1.20m,0.49m,0.51m,N/A,0.20m,29th Oct 13,https://www.vgchartz.com/games/game.php?id=74166&region=All
Enter the Matrix,Atari,1.20m,0.72m,0.43m,0.01m,0.04m,14th May 03,https://www.vgchartz.com/games/game.php?id=19260&region=All
NHL 2002,EA Sports,1.20m,0.59m,0.46m,N/A,0.15m,24th Sep 01,https://www.vgchartz.com/games/game.php?id=24749&region=All
Shadow of the Colossus,Sony Interactive Entertainment,1.20m,0.44m,0.52m,0.05m,0.19m,06th Feb 18,https://www.vgchartz.com/games/game.php?id=182722&region=All
Kingdom Hearts HD II.8 Final Chapter Prologue,Square Enix,1.20m,0.57m,0.25m,0.20m,0.17m,24th Jan 17,https://www.vgchartz.com/games/game.php?id=85993&region=All
Nuclear Strike,Electronic Arts,1.19m,0.66m,0.45m,N/A,0.08m,31st Aug 97,https://www.vgchartz.com/games/game.php?id=5550&region=All
Mario & Sonic at the London 2012 Olympic Games,Sega,1.19m,0.18m,0.66m,0.27m,0.08m,14th Feb 12,https://www.vgchartz.com/games/game.php?id=50942&region=All
The Simpsons: Road Rage,THQ,1.19m,0.86m,0.32m,N/A,0.02m,30th Jun 03,https://www.vgchartz.com/games/game.php?id=15024&region=All
SpongeBob SquarePants: Revenge of the Flying Dutchman,THQ,1.19m,0.92m,0.23m,N/A,0.04m,10th Sep 02,https://www.vgchartz.com/games/game.php?id=6435&region=All
Pro Evolution Soccer 2008,Konami,1.19m,0.09m,0.84m,0.11m,0.15m,18th Mar 08,https://www.vgchartz.com/games/game.php?id=18520&region=All
Scarface: The World is Yours,Sierra Entertainment,1.19m,0.99m,0.04m,N/A,0.16m,08th Oct 06,https://www.vgchartz.com/games/game.php?id=5663&region=All
Metal Gear Solid: Portable Ops,Konami,1.19m,0.38m,0.35m,0.38m,0.09m,05th Dec 06,https://www.vgchartz.com/games/game.php?id=1332&region=All
Disney Sing It,Disney Interactive Studios,1.19m,0.77m,0.31m,N/A,0.11m,21st Oct 08,https://www.vgchartz.com/games/game.php?id=25879&region=All
Disney's Chip 'n Dale: Rescue Rangers,Capcom,1.19m,0.68m,0.14m,0.35m,0.02m,01st Jun 90,https://www.vgchartz.com/games/game.php?id=6207&region=All
Kobe Bryant in NBA Courtside,Nintendo,1.19m,1.02m,0.13m,0.04m,0.01m,01st Apr 98,https://www.vgchartz.com/games/game.php?id=1147&region=All
The Dukes of Hazzard: Racing for Home,SouthPeak Interactive,1.19m,0.99m,0.16m,N/A,0.04m,30th Nov 99,https://www.vgchartz.com/games/game.php?id=603&region=All
Dragon Ball: Xenoverse,Namco Bandai Games,1.19m,0.33m,0.55m,0.14m,0.17m,24th Feb 15,https://www.vgchartz.com/games/game.php?id=82944&region=All
WWE SmackDown vs Raw 2008,THQ,1.19m,0.45m,0.47m,N/A,0.28m,13th Nov 07,https://www.vgchartz.com/games/game.php?id=12784&region=All
LEGO Indiana Jones 2: The Adventure Continues,LucasArts,1.19m,0.65m,0.43m,N/A,0.12m,17th Nov 09,https://www.vgchartz.com/games/game.php?id=34927&region=All
Hitman 2: Silent Assassin,Eidos Interactive,1.19m,0.76m,0.38m,N/A,0.05m,30th Sep 02,https://www.vgchartz.com/games/game.php?id=983&region=All
Spider-Man: The Movie,Activision,1.19m,0.86m,0.27m,0.01m,0.04m,15th Apr 02,https://www.vgchartz.com/games/game.php?id=5727&region=All
Mario vs. Donkey Kong 2: March of the Minis,Nintendo,1.19m,0.73m,0.03m,0.36m,0.07m,25th Sep 06,https://www.vgchartz.com/games/game.php?id=3724&region=All
Final Fantasy I & II: Dawn of Souls,Nintendo,1.19m,0.64m,0.24m,0.29m,0.02m,29th Nov 04,https://www.vgchartz.com/games/game.php?id=3307&region=All
Metal Gear Solid VR Missions,Konami,1.18m,0.66m,0.45m,N/A,0.08m,24th Sep 99,https://www.vgchartz.com/games/game.php?id=1330&region=All
LEGO Indiana Jones: The Original Adventures,LucasArts,1.18m,0.40m,0.49m,N/A,0.30m,03rd Jun 08,https://www.vgchartz.com/games/game.php?id=15204&region=All
LEGO Dimensions,Warner Bros. Interactive Entertainment,1.18m,0.48m,0.50m,N/A,0.20m,27th Sep 15,https://www.vgchartz.com/games/game.php?id=85349&region=All
Pole Position,Atari,1.18m,1.10m,0.07m,N/A,0.01m,01st Jan 83,https://www.vgchartz.com/games/game.php?id=21447&region=All
LEGO Star Wars III: The Clone Wars,LucasArts,1.18m,0.52m,0.47m,N/A,0.19m,22nd Mar 11,https://www.vgchartz.com/games/game.php?id=43297&region=All
Mario Tennis,Nintendo,1.18m,0.50m,0.18m,0.44m,0.06m,16th Jan 01,https://www.vgchartz.com/games/game.php?id=3721&region=All
R.B.I. Baseball 3,Tengen,1.18m,0.10m,N/A,1.08m,N/A,01st Jan 91,https://www.vgchartz.com/games/game.php?id=6257&region=All
Shenmue,Sega,1.18m,0.52m,0.24m,0.38m,0.04m,07th Nov 00,https://www.vgchartz.com/games/game.php?id=2031&region=All
Resident Evil: Operation Raccoon City,Capcom,1.18m,0.48m,0.24m,0.36m,0.10m,20th Mar 12,https://www.vgchartz.com/games/game.php?id=50669&region=All
Tony Hawk's Pro Skater 2,Activision,1.18m,0.85m,0.31m,N/A,0.02m,30th May 01,https://www.vgchartz.com/games/game.php?id=13567&region=All
LEGO Jurassic World,Warner Bros. Interactive Entertainment,1.18m,0.41m,0.56m,0.02m,0.19m,12th Jun 15,https://www.vgchartz.com/games/game.php?id=85089&region=All
Inazuma Eleven 2: Kyoui no Shinryokusha - Fire / Blizzard,Level 5,1.18m,N/A,N/A,1.18m,N/A,01st Oct 09,https://www.vgchartz.com/games/game.php?id=33537&region=All
Medal of Honor: Warfighter,Electronic Arts,1.18m,0.61m,0.46m,0.01m,0.10m,23rd Oct 12,https://www.vgchartz.com/games/game.php?id=70423&region=All
PokéPark Wii: Pikachu's Adventure,Nintendo,1.18m,0.53m,0.17m,0.42m,0.06m,02nd Nov 10,https://www.vgchartz.com/games/game.php?id=39756&region=All
Red Dead Redemption: Undead Nightmare,Rockstar Games,1.18m,0.47m,0.45m,0.06m,0.19m,23rd Nov 10,https://www.vgchartz.com/games/game.php?id=48243&region=All
Super Ghouls 'n Ghosts,Capcom,1.18m,0.50m,0.14m,0.52m,0.02m,01st Nov 91,https://www.vgchartz.com/games/game.php?id=6454&region=All
WWE '12,THQ,1.18m,0.53m,0.45m,0.02m,0.17m,22nd Nov 11,https://www.vgchartz.com/games/game.php?id=51583&region=All
Miitopia,Nintendo,1.17m,0.30m,0.54m,0.26m,0.07m,28th Jul 17,https://www.vgchartz.com/games/game.php?id=149746&region=All
Soviet Strike,Electronic Arts,1.17m,0.65m,0.44m,N/A,0.08m,31st Oct 96,https://www.vgchartz.com/games/game.php?id=2123&region=All
One Piece Pirate Warriors,Namco Bandai Games,1.17m,0.01m,0.24m,0.86m,0.06m,25th Sep 12,https://www.vgchartz.com/games/game.php?id=63014&region=All
Gun,Activision,1.17m,0.98m,0.04m,N/A,0.16m,08th Nov 05,https://www.vgchartz.com/games/game.php?id=5173&region=All
Ty the Tasmanian Tiger,Electronic Arts,1.17m,0.57m,0.45m,N/A,0.15m,10th Sep 02,https://www.vgchartz.com/games/game.php?id=5951&region=All
Mega Man 3,Capcom,1.17m,0.68m,0.10m,0.39m,N/A,01st Nov 90,https://www.vgchartz.com/games/game.php?id=6339&region=All
Mission: Impossible,Ocean,1.17m,0.74m,0.38m,0.02m,0.03m,18th Jul 98,https://www.vgchartz.com/games/game.php?id=6349&region=All
Romancing SaGa 2,Square,1.17m,N/A,N/A,1.17m,0.00m,10th Dec 93,https://www.vgchartz.com/games/game.php?id=4195&region=All
Cabela's Dangerous Hunts,Activision,1.17m,0.57m,0.45m,N/A,0.15m,11th Nov 03,https://www.vgchartz.com/games/game.php?id=4924&region=All
Fallout: New Vegas,Bethesda Softworks,1.17m,0.59m,0.45m,N/A,0.13m,19th Oct 10,https://www.vgchartz.com/games/game.php?id=33664&region=All
WWE SmackDown vs. Raw 2010,THQ,1.17m,0.48m,0.48m,0.01m,0.19m,20th Oct 09,https://www.vgchartz.com/games/game.php?id=35089&region=All
Cool Boarders 4,989 Studios,1.17m,0.65m,0.44m,N/A,0.08m,01st Jan 99,https://www.vgchartz.com/games/game.php?id=31203&region=All
Army of Two,Electronic Arts,1.17m,0.74m,0.26m,0.02m,0.15m,07th Mar 08,https://www.vgchartz.com/games/game.php?id=13641&region=All
Rage Racer,Namco,1.17m,0.16m,0.11m,0.83m,0.08m,30th Apr 97,https://www.vgchartz.com/games/game.php?id=1828&region=All
Medal of Honor: Rising Sun,Electronic Arts,1.17m,0.76m,0.36m,N/A,0.05m,11th Nov 03,https://www.vgchartz.com/games/game.php?id=6337&region=All
Destruction Derby 2,Sony Computer Entertainment,1.17m,0.65m,0.44m,N/A,0.08m,31st Oct 96,https://www.vgchartz.com/games/game.php?id=509&region=All
Mario vs. Donkey Kong,Nintendo,1.17m,0.68m,0.25m,0.21m,0.02m,24th May 04,https://www.vgchartz.com/games/game.php?id=3723&region=All
Sunset Overdrive,Microsoft Studios,1.16m,0.64m,0.42m,0.00m,0.10m,28th Oct 14,https://www.vgchartz.com/games/game.php?id=73069&region=All
Sonic the Hedgehog (2006),Sega,1.16m,0.41m,0.06m,0.04m,0.66m,30th Jan 07,https://www.vgchartz.com/games/game.php?id=70440&region=All
Midnight Club 3: DUB Edition Remix,Rockstar Games,1.16m,0.97m,0.04m,N/A,0.16m,13th Mar 06,https://www.vgchartz.com/games/game.php?id=5353&region=All
